"Участок","Комплекс_начало","Комплекс_конец","Пара","День недели","Час","Среднее время проезда (в секундах)","Средняя скорость на въезде","Средняя скорость на участке","Средняя скорость на выезде","geom","complex_point_start","complex_point_end"
AZ350160 - AZ350195,AZ350160,AZ350195,3,Воскресенье,19,853,"62,50576955","65,27076153","90,76461528","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350195 - AZ350160,AZ350195,AZ350160,3,Понедельник,3,863,"73,00666682","65,26860682","51,39166641","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.2422 60.210243),POINT (38.05654822082501 60.27718937462013)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Вторник,7,889,"59,76456489","65,24715606","83,60608706","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350195 - AZ350160,AZ350195,AZ350160,3,Суббота,5,966,"82,1323072","65,23545999","58,67461454","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.2422 60.210243),POINT (38.05654822082501 60.27718937462013)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Среда,9,892,"64,43873012","65,05575168","84,63000016","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Четверг,7,893,"54,60836365","65,03612785","83,61290838","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350195 - AZ350160,AZ350195,AZ350160,3,Четверг,3,885,"81,90875053","64,94759989","54,44624996","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.2422 60.210243),POINT (38.05654822082501 60.27718937462013)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Понедельник,7,905,"62,54325056","64,81710815","84,87525043","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Вторник,10,933,"62,82027814","64,70207556","84,77444506","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Вторник,1,909,"57,53999977","64,69997616","84,99500046","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Воскресенье,5,964,"59,46916612","64,41862297","89,39916611","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Пятница,16,917,"61,12674403","64,24341313","88,10395298","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Понедельник,6,848,"60,71846199","64,0821765","82,5026923","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
