,Участок,Пара,День недели,Час,Среднее время проезда (в секундах),Средняя скорость на въезде,Средняя скорость на участке,Средняя скорость на выезде,Геометрия
25,AZ350025 - AZ350037,1,Вторник,1,316.495145631068,81.277863659905,83.26514568143678,85.252038418668,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
26,AZ350025 - AZ350037,1,Вторник,2,321.5760869565217,81.53097791257112,83.12043459519096,84.70923888165018,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
27,AZ350025 - AZ350037,1,Вторник,3,314.39830508474574,79.62322047605353,82.57618642257432,85.52762684579623,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
28,AZ350025 - AZ350037,1,Вторник,4,312.716814159292,81.22805320267129,83.51168188584589,85.79557509970876,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
29,AZ350025 - AZ350037,1,Вторник,5,321.67261904761904,79.55285705838885,82.42005972635178,85.28654784247989,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
30,AZ350025 - AZ350037,1,Вторник,6,319.5089605734767,80.27247310624755,82.18229395001593,84.0921147390933,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
31,AZ350025 - AZ350037,1,Вторник,7,319.94791666666663,80.2335937221845,82.3754946688811,84.51721368233363,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
32,AZ350025 - AZ350037,1,Вторник,8,319.1467181467181,81.01826263118434,82.51893810876088,84.01905413299914,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
33,AZ350025 - AZ350037,1,Вторник,9,304.69592476489026,82.91559558378118,84.63446700834555,86.35318177919777,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
34,AZ350025 - AZ350037,1,Вторник,10,314.98157248157247,82.77046666625677,83.65938553587517,84.54820651680011,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
35,AZ350025 - AZ350037,1,Вторник,11,314.96352941176474,83.34487045736874,84.082400041468,84.81984700820026,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
36,AZ350025 - AZ350037,1,Вторник,12,314.4936416184971,82.64624268195533,83.35988438336146,84.0736878874674,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
37,AZ350025 - AZ350037,1,Вторник,13,317.56268806419257,82.04540622676745,82.32706116625634,82.60868614104949,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
38,AZ350025 - AZ350037,1,Вторник,14,319.2013618677043,81.63634245312167,82.42838522617919,83.22034054322002,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
39,AZ350025 - AZ350037,1,Вторник,15,315.5903257650543,83.25412629363802,83.44973353078076,83.64531097713369,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
40,AZ350025 - AZ350037,1,Вторник,16,331.53406326034064,81.35849147991543,81.38827251053785,81.41794407048654,"[[40.32783416931156, 58.631253595012836], [40.32879976455692, 58.62906586964605], [40.330516378326436, 58.625120902217674], [40.33254412834166, 58.62057664101304], [40.334582607192985, 58.61603178664221], [40.33630994979853, 58.61216371553341], [40.338804599840515, 58.60658652001726], [40.34166919906836, 58.60012468096114], [40.34407245834572, 58.594737032594715], [40.3461216660331, 58.590127187904955], [40.34849273880222, 58.584760403944934], [40.35046684463718, 58.58008200082576], [40.35304176529143, 58.5739851277472], [40.35435068329071, 58.57048791078226], [40.356281873781434, 58.56517416020292]]"
