,Участок,Пара,День недели,Час,Среднее время проезда (в секундах),Средняя скорость на въезде,Средняя скорость на участке,Средняя скорость на выезде,Геометрия
244,AZ350030 - AZ350041,2,Пятница,4,418.66666666666663,88.2797920703888,86.99104197820027,85.70083316167195,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
245,AZ350030 - AZ350041,2,Пятница,5,440.7,87.07725024223328,85.18150010108948,83.285125207901,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
246,AZ350030 - AZ350041,2,Пятница,6,477.9512195121951,87.78573161799733,86.83512175955424,85.88304942991675,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
247,AZ350030 - AZ350041,2,Пятница,7,437.21052631578954,88.68715796219675,87.44105232640317,86.19463179738898,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
248,AZ350030 - AZ350041,2,Пятница,8,416.5703703703704,90.12200006555628,88.51111105459708,86.90111112241392,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
249,AZ350030 - AZ350041,2,Пятница,9,416.6613756613757,89.3071427723718,88.48968239436074,87.67222217781834,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
250,AZ350030 - AZ350041,2,Пятница,10,422.89189189189193,90.9159009950655,88.89306308986905,86.87004512065165,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
251,AZ350030 - AZ350041,2,Пятница,11,412.02209944751377,91.26618788914128,89.90204426465114,88.53845286501047,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
252,AZ350030 - AZ350041,2,Пятница,12,394.5757575757576,92.59963610100024,91.33454529733368,90.06981827707001,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
253,AZ350030 - AZ350041,2,Пятница,13,395.35885167464113,93.3295693648489,90.95832529022364,88.58693782678631,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
254,AZ350030 - AZ350041,2,Пятница,14,386.0869565217391,92.50173913338334,91.11623198283468,89.73154563719524,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
255,AZ350030 - AZ350041,2,Пятница,15,388.7299578059072,92.60147654859324,90.71936707959397,88.83632899739068,"[[35.8037727288359, 58.95918571101047], [35.811905186569064, 58.958747872643286], [35.815789025222614, 58.95853172253156], [35.82538060465987, 58.958010739742214], [35.834328453933544, 58.95749529154915], [35.84012202540572, 58.957190452962884], [35.84266475955184, 58.957057431641374], [35.84728888789351, 58.956658364578395], [35.85103325167831, 58.956242664802005], [35.86095742503338, 58.95507313578038], [35.86525968829327, 58.954590901319115], [35.867480557357595, 58.954369182058606], [35.868886034881406, 58.95429157997947], [35.870259325897024, 58.95423614981566], [35.87214760104349, 58.954180719562444], [35.87408952037029, 58.95413637529549], [35.87618164340186, 58.95414746134132], [35.877522747909346, 58.95416963349233], [35.87906770030192, 58.95421952074034], [35.880934517776296, 58.95429712298219], [35.88685683528118, 58.954552100534315], [35.88996819773845, 58.95466850270487], [35.892704050933645, 58.95476827567138], [35.896201651489015, 58.95489576293171], [35.90030006686381, 58.95503987840542], [35.90176991740398, 58.955067592850334], [35.90419463435344, 58.95509530726408], [35.90852908412151, 58.955156278915084], [35.91229490557841, 58.95520616473081], [35.91454796115092, 58.95521170758601], [35.91732672969035, 58.95518953612488], [35.91954759875468, 58.95513410740942], [35.921425145065115, 58.95503433549627], [35.92485837260417, 58.95477381857094], [35.9299438408964, 58.9543580959968], [35.93629531184362, 58.953864765341955], [35.93970708171052, 58.95358206705206], [35.943902056609815, 58.95325502104128], [35.9508328847043, 58.95270624192899], [35.95352582255523, 58.95249559710545], [35.954942028915085, 58.95239027421387], [35.956014912521056, 58.95232375432659], [35.95727018634002, 58.95225723431054], [35.95870785037199, 58.952185170814566], [35.96030644694487, 58.95214636733106], [35.961765568648936, 58.952146367322335], [35.96324614802514, 58.952174084100704], [35.9647696427456, 58.95221288755291], [35.967044155990244, 58.95230158099346], [35.968256514464926, 58.95235701426881], [35.970756333266806, 58.95256211664262], [35.972805540954155, 58.95274504474538], [35.97678593913224, 58.95308872523095], [35.98059467593335, 58.953410229661884], [35.98303012171888, 58.95362641199051], [35.985250990783214, 58.953825963702286], [35.988319437896244, 58.95408648780434], [35.989381592666135, 58.95417517640976]]"
