complex_id;camera_place;lat;lon;Тип участка;place_type;Тип дороги;road_type;Населенный пункт;is_settlement;lanes;intensity;intensity_min;intensity_max;intensity_avg;aav_speed;aav_belts;aav_all
1064;ул.Портовая, д.13А, (железнодорожный переезд), г. Волгодонск, Ростовская обл.;47.52769;42.1507;линейный;1;муниципальная;3;да;1;2;0;0;0;0;0;0;0,041
966;"116 км. 500 м. а/д ""г. Ростов-на-Дону-г Семикаракорск-г.Волгодонск"", Ростовская обл.";47.516973;41.109458;линейный;1;федеральная;1;нет;0;4;8963;8963;8963;8963;0;0;0
1062;"325 км 215 м а/д Р-260 ""г. Волгоград - г.Каменск-Шахтинский - г.Луганск"", (железнодорожный переезд), Каменский р-н, Ростовская обл.";48.178625;40.504593;линейный;1;федеральная;1;нет;0;4;325-11522;325;11522;5924;0;0;0
749;ул.Дачная, д.2, к.А, г. Ростов-На-Дону, Ростовская обл.;47.261693;39.683031;линейный;1;муниципальная;3;да;1;6;0;0;0;0;0;0;0
725;ул.Вавилова, д.3/1, г. Ростов-На-Дону, Ростовская обл.;47.262506;39.683757;линейный;1;муниципальная;3;да;1;5;0;0;0;0;0;0;0
960;ул.Менжинского, д.2Н, (восточная сторона), г. Ростов-На-Дону, Ростовская обл.;47.255185;39.764277;линейный;1;муниципальная;3;да;1;4;17600;17600;17600;17600;0;0;0
753;Сальский пер., д.61, г. Ростов-На-Дону, Ростовская обл.;47.278618;39.750248;перекресток;0;муниципальная;3;да;1;2;17600;17600;17600;17600;0;0;0
969;ул.Зорге, д.33, г. Ростов-На-Дону, Ростовская обл.;47.229664;39.629234;линейный;1;муниципальная;3;да;1;4;17600;17600;17600;17600;0;0;0
916;"1040 км 145 м а/д М-4 ""Дон"", Аксайский р-н, Ростовская обл.";47.398062;39.948304;линейный;1;федеральная;1;да;1;4;0;0;0;0;0;0;0
905;Шолохова просп., д.235, г. Ростов-На-Дону, Ростовская обл.;47.268055;39.818248;линейный;1;муниципальная;3;да;1;3;0;0;0;0;0;0;0
1027;"200 км 527 м а/д ""г. Ростов-на-дону - г. Семикаракорск - г. Волгодонск"", Волгодонской р-н, Ростовская обл.";47.491401;42.064617;линейный;1;федеральная;1;нет;0;2;8963;8963;8963;8963;0;0;0
989;а/д Котельниково-Песчанокопское, ЦМП Манычстрой (167км), Пролетарский р-н, Ростовская обл.;46.62593;41.655596;линейный;1;региональная;2;да;1;2;1308-4576;1308;4576;2942;0;0;0
977;ул.Малахитовая, д.37, х. Камышеваха, Аксайский р-н, Ростовская обл.;47.30185;39.810565;линейный;1;муниципальная;3;да;1;2;500;500;500;500;0;0;0
721;ул.Еременко, д.85/7, г. Ростов-На-Дону, Ростовская обл.;47.232371;39.617812;линейный;1;муниципальная;3;да;1;2;17600;17600;17600;17600;0;0;0
1036;"37 км 850 м, а/д ""г. Ростов-на-Дону - г. Ставрополь"", Кагальницкий р-н, Ростовская обл.";46.882948;40.147767;линейный;1;региональная;2;да;1;2;4500-9908;4500;9908;7204;0;0;0
979;"7 км 508 м а/д ""Подъезд к аэропорту ""Южный"", Аксайский р-н, Ростовская обл.";47.442811;39.875028;линейный;1;региональная;2;нет;0;2;1566;1566;1566;1566;0;0;0
750;ул.Белорусская, д.132А, г. Ростов-На-Дону, Ростовская обл.;47.282788;39.734872;линейный;1;муниципальная;3;да;1;2;13200;13200;13200;13200;0;0;0
984;М4, ЦМП Аксайский мост (1061 км), Аксайский р-н, Ростовская обл.;47.244382;39.848054;линейный;1;муниципальная;3;да;1;6;22400;22400;22400;22400;0;0;0
984;М4, ЦМП Аксайский мост (1061 км), Аксайский р-н, Ростовская обл.;47.2444;39.84803;линейный;1;муниципальная;3;да;1;6;22400;22400;22400;22400;0;0;0
706;ул.Стадионная, д.26, (восточная сторона), г. Ростов-На-Дону, Ростовская обл.;47.242467;39.697828;линейный;1;муниципальная;3;да;1;6;11200;11200;11200;11200;0;0;0
717;ул.Портовая, д.486, г. Ростов-На-Дону, Ростовская обл.;47.192068;39.636417;линейный;1;муниципальная;3;да;1;3;0;0;0;0;0;0;0
757;Михаила Нагибина просп., д.17, г. Ростов-На-Дону, Ростовская обл.;47.246927;39.712757;линейный;1;муниципальная;3;да;1;6;45000;45000;45000;45000;0;0;0
959;"Ворошиловский просп., д.80, (д. 105 ""Б"" - д. 105 ""А"" - д. 105 ""Т"", д. 78 - д. 80 ), г. Ростов-На-Дону, Ростовская обл.";47.234444;39.713333;линейный;1;муниципальная;3;да;1;7;0;0;0;0;0;0;0
974;Буденновский просп., д.21/50, (д. 24 - д. 30/46, д. 21/50 - д.19/54), г. Ростов-На-Дону, Ростовская обл.;47.219167;39.707778;линейный;1;муниципальная;3;да;1;6;0;0;0;0;0;0;0
1061;ул.Таганрогская, д.217, г. Ростов-На-Дону, Ростовская обл.;47.259823;39.623248;линейный;1;муниципальная;3;да;1;4;17600;17600;17600;17600;0;0;0
973;Буденновский просп., д.11/54, (от дома 12А до дома 12/56), г. Ростов-На-Дону, Ростовская обл.;47.216389;39.708889;линейный;1;муниципальная;3;да;1;6;0;0;0;0;0;0;0
983;ул.Садовая, д.24/4, г. Аксай, Аксайский р-н, Ростовская обл.;47.27798;39.89317;линейный;1;муниципальная;3;да;1;2;957;957;957;957;0;0;0
1060;ул.Таганрогская, д.217, г. Ростов-На-Дону, Ростовская обл.;47.259823;39.623248;линейный;1;муниципальная;3;да;1;2;17600;17600;17600;17600;0;0;0
985;а/д Ростов-Таганрог-гр. Украины, ЦМП Самбек (54 км), Неклиновский р-н, Ростовская обл.;47.31451;39.00924;перекресток;0;федеральная;1;да;1;2;3350-25994;3350;25994;14672;0;0;0
985;а/д Ростов-Таганрог-гр. Украины, ЦМП Самбек (54 км), Неклиновский р-н, Ростовская обл.;47.314444;39.009345;перекресток;0;федеральная;1;да;1;2;3350-25994;3350;25994;14672;0;0;0
985;а/д Ростов-Таганрог-гр. Украины, ЦМП Самбек (54 км), Неклиновский р-н, Ростовская обл.;47.31452;39.00928;перекресток;0;федеральная;1;да;1;2;3350-25994;3350;25994;14672;0;0;0
986;"М4, Пост ""Ал. Лозовский"" (801км), Чертковский р-н, Ростовская обл.";49.383249;40.586975;линейный;1;федеральная;1;нет;0;6;1468-80232;1468;80232;40850;0;0;0
986;"М4, Пост ""Ал. Лозовский"" (801км), Чертковский р-н, Ростовская обл.";49.38325;40.587;линейный;1;федеральная;1;нет;0;6;1468-80232;1468;80232;40850;0;0;0
914;"846 км 300 м а/д М-4 ""Дон"", Миллеровский р-н, Ростовская обл.";49.02816;40.47386;линейный;1;федеральная;1;нет;0;4;1468-80232;1468;80232;40850;0;0;0
915;"969 км 400 м а/д М-4 ""Дон"", Красносулинский р-н, Ростовская обл.";47.97266;40.217624;линейный;1;федеральная;1;нет;0;6;1468-80232;1468;80232;40850;0;0;0
988;"а/д Ростов-Зерноград, ЦМП ""Зерноградский"" (52км), Зерноградский р-н, Ростовская обл.";46.81136;40.29994;линейный;1;региональная;2;да;1;2;4500-9908;4500;9908;7204;0;0;0
990;М4, г. Каменск-Шахтинский (931км), г. Каменск-Шахтинский, Каменский р-н, Ростовская обл.;48.30229319;40.30473948;перекресток;0;федеральная;1;да;1;6;1468-80232;1468;80232;40850;0;0;0
704;Шолохова просп., д.24, г. Ростов-На-Дону, Ростовская обл.;47.237515;39.744637;линейный;1;муниципальная;3;да;1;5;0;0;0;0;0;0;0
671;"993 км 600 м а/д М-4 ""ДОН"", Красносулинский р-н, Ростовская обл.";47.762507;40.150322;линейный;1;федеральная;1;да;1;6;1468-80232;1468;80232;40850;0;0;0
1105;"38 км 010 м а/д ""г.Ростов-на-Дону-сл.Родионово-Несветайская-г.Новошахтинск"", Родионово-Несветайский р-н, Ростовская обл.";47.609504;39.712626;линейный;1;региональная;2;да;1;2;13033;13033;13033;13033;0;0;0
998;"937 км. 45 м. а/д М-4 ""Дон"", Каменский р-н, Ростовская обл.";48.251776;40.292315;линейный;1;федеральная;1;нет;0;4;1468-80232;1468;80232;40850;0;0;0
668;"1003 км 277 м а/д М-4 ""Дон"", Октябрьский р-н, Ростовская обл.";47.690653;40.081498;линейный;1;федеральная;1;нет;0;6;1468-80232;1468;80232;40850;0;0;0
999;"1070 км. 330 м. а/д М-4 ""Дон"", Аксайский р-н, Ростовская обл.";47.166095;39.871367;линейный;1;федеральная;1;нет;0;4;0;0;0;0;0;0;0
708;ул.Большая Садовая, д.34А, г. Ростов-На-Дону, Ростовская обл.;47.219079;39.703888;линейный;1;муниципальная;3;да;1;5;22400;22400;22400;22400;0;0;0
677;"0 км 300 м а/д ""г. Ростов-на-Дону(от маг. ""Дон"")-г.Семикаракорск-г.Волгодонск""-г.Константиновск-п.Тацинский"", Семикаракорский р-н, Ростовская обл.";47.521193;41.10625;линейный;1;региональная;2;нет;0;2;2582-11589;2582;11589;7086;0;0;0
970;"9 км. 78 м. а/д А-135 ""Подъездная дорога от автодороги М-4 ""Дон"" к г. Ростову-на-Дону (ЮП)"", г. Батайск, Ростовская обл.";47.154469;39.770102;линейный;1;федеральная;1;да;1;4;21692-33112;21692;33112;27402;0;0;0
1000;"1031 км. 135 м. а/д М-4 ""Дон"", Аксайский р-н, Ростовская обл.";47.468882;39.972833;линейный;1;федеральная;1;нет;0;6;1468-80232;1468;80232;40850;0;0;0
1001;"1031 км. 140 м. а/д М-4 ""Дон"", Аксайский р-н, Ростовская обл.";47.468903;39.972833;линейный;1;федеральная;1;нет;0;6;1468-80232;1468;80232;40850;0;0;0
1018;"15 км 190 м а/д ""г. Новочеркасск - пос. Багаевский"", Октябрьский р-н, Ростовская обл.";47.40195;40.190306;линейный;1;региональная;2;да;1;2;8240;8240;8240;8240;0;0;0
797;ул.Добровольского, д.20, г. Ростов-На-Дону, Ростовская обл.;47.289735;39.703877;линейный;1;муниципальная;3;да;1;4;39000;39000;39000;39000;0;0;0
756;ул.Таганрогская, д.139, г. Ростов-На-Дону, Ростовская обл.;47.262942;39.661557;линейный;1;муниципальная;3;да;1;4;17600;17600;17600;17600;0;0;0
995;"М21, Пост ""Морозовский"" (222км), Морозовский р-н, Ростовская обл.";48.35857;41.76994;перекресток;0;региональная;2;нет;0;4;1257;1257;1257;1257;0;0;0
672;"36 км 735 м а/д Р-280 ""Новороссия"" ""г. Ростов-на-Дону - г. Мариуполь - г. Мелитополь - г. Симферополь"", Неклиновский р-н, Ростовская обл.";47.298371;39.21708;линейный;1;федеральная;1;да;1;4;3350-25994;3350;25994;14672;0;0;0
1075;"79 км 420 м а/д ""г. Шахты - г. Цимлянск"", Константиновский р-н, Ростовская обл.";47.63584;41.143592;линейный;1;региональная;2;нет;0;2;3200;3200;3200;3200;0;0;0
1037;"3 км 150 м а/д ""г. Ростов-на-Дону (от магистрали ""Дон"") - с. Семикаракорск - г. Волгодонск"", Аксайский р-н, Ростовская обл.";47.130419;39.920745;линейный;1;региональная;2;нет;0;2;1002;1002;1002;1002;0;0;0
1015;"4 км 970 м а/д ""г. Шахты - г. Цимлянск - х. Гапкин"", Константиновский р-н, Ростовская обл.";47.70497;41.430337;линейный;1;региональная;2;да;1;2;417;417;417;417;0;0;0
1107;ул.Большая Садовая, д.110, (д. 83 - 99, д. 106 - 112), г. Ростов-На-Дону, Ростовская обл.;47.22374;39.725268;линейный;1;муниципальная;3;да;1;4;22400;22400;22400;22400;0;0;0
976;ул.Советская, д.251а, ст-ца Грушевская, Аксайский р-н, Ростовская обл.;47.439785;39.965908;линейный;1;муниципальная;3;да;1;2;700;700;700;700;0;0;0
978;"2 км. 490 м. а/д г. Ростов-на-Дону - ц.у. КСП ""Темерницкое"" , Аксайский р-н, Ростовская обл.";47.319699;39.740541;линейный;1;муниципальная;3;да;1;2;5000;5000;5000;5000;0;0;0
1101;Буденновский просп., д.96, г. Ростов-На-Дону, Ростовская обл.;47.235733;39.700791;линейный;1;муниципальная;3;да;1;6;0;0;0;0;0;0;0
1094;ул.Станиславского, д.10/11, г. Ростов-На-Дону, Ростовская обл.;47.215374;39.701372;линейный;1;муниципальная;3;да;1;2;0;0;0;0;0;0;0
1095;Шолохова просп., д.31/6А, г. Ростов-На-Дону, Ростовская обл.;47.242293;39.762744;линейный;1;муниципальная;3;да;1;6;0;0;0;0;0;0;0
771;ул.Всесоюзная, д.131, г. Ростов-На-Дону, Ростовская обл.;47.189569;39.630287;линейный;1;муниципальная;3;да;1;4;0;0;0;0;0;0;0
1099;Сельмаш просп., д.23, г. Ростов-На-Дону, Ростовская обл.;47.255852;39.765598;линейный;1;муниципальная;3;да;1;2;0;0;0;0;0;0;0
1005;"33 км 960 м а/д Р-280 ""Новороссия"" ""г. Ростов-на-Дону - г. Мариуполь - г. Мелитополь - г. Симферополь"" , Неклиновский р-н, Ростовская обл.";47.2963;39.25289;линейный;1;федеральная;1;нет;0;4;3350-25994;3350;25994;14672;0;0;0
1044;"107 км 770 м а/д Р-280 ""Новороссия"" ""г. Ростов-на-Дону - г.Мариуполь-г.Мелитополь-г.Симферополь"", Неклиновский р-н, Ростовская обл.";47.168348;38.381497;перекресток;0;федеральная;1;нет;0;2;3350-25994;3350;25994;14672;0;0;0
1022;"886 км 889 м а/д А-270 ""М-4 ""Дон"" - г. Новошахтинск - гр. с Луганской Народной Республикой"", Ростовская обл.";47.816408;39.893682;линейный;1;федеральная;1;да;1;4;1207-7068;1207;7068;4138;0;0;0
1028;"103 км 487 м а/д ""г.Ростов-на-Дону - г. Ставрополь"", Егорлыкский р-н, Ростовская обл.";46.500433;40.735668;линейный;1;региональная;2;нет;0;2;4500-9908;4500;9908;7204;0;0;0
967;"115 км. 700 м. а/д ""г. Ростов-на-Дону-г Семикаракорск-г.Волгодонск"", Ростовская обл.";47.520767;41.10139;линейный;1;региональная;2;нет;0;2;8963;8963;8963;8963;0;0;0
1086;"7 км 870 м а/д ""г. Ростов-на-Дону - г. Семикаракорск - г. Волгодонск"" - г. Константиновск - пос. Тацинский"", Константиновский р-н, Ростовская обл.";47.576685;41.120679;линейный;1;региональная;2;нет;0;2;2582-11589;2582;11589;7086;0;0;0
996;Пересечение ул. Бодрая - ул. Фурмановская, г. Ростов-На-Дону, Ростовская обл.;47.267915;39.708324;перекресток;0;муниципальная;3;да;1;2;8800;8800;8800;8800;0;0;0
1077;"1026 км 516 м а/д М-4 ""Дон"", Аксайский р-н, Ростовская обл.";47.51044;39.97055;линейный;1;федеральная;1;нет;0;6;1468-80232;1468;80232;40850;0;0;0
1078;"924 км 019 м а/д М-4 ""Дон"", Каменский р-н, Ростовская обл.";48.36653;40.33735;линейный;1;федеральная;1;нет;0;4;1468-80232;1468;80232;40850;0;0;0
1079;"5 км 743 м а/д ""г. Аксай - х. Большой Лог - г. Новочеркасск"", Аксайский р-н, Ростовская обл.";47.296686;39.919232;линейный;1;региональная;2;да;1;2;5384;5384;5384;5384;0;0;0
1059;ул. Комсомольская/Свердлова, д.1, п. Каменоломни, Октябрьский р-н, Ростовская обл.;47.655848;40.192453;линейный;1;муниципальная;3;да;1;2;1200;1200;1200;1200;0;0;0
1052;"1086 км 100 м а/д М-4 ""Дон"", Азовский р-н, Ростовская обл.";47.062105;39.745572;линейный;1;федеральная;1;нет;0;4;1468-80232;1468;80232;40850;0;0;0
1055;"6 км а/д ""Обход г. Морозовска"", Морозовский р-н, Ростовская обл.";48.32973;41.82159;линейный;1;региональная;2;нет;0;2;1257;1257;1257;1257;0;0;0
903;ул.Фурмановская, д.108/50, г. Ростов-На-Дону, Ростовская обл.;47.270995;39.720255;линейный;1;муниципальная;3;да;1;5;5600;5600;5600;5600;0;0;0
1035;"3 км 800 м, а/д ""Южный подъезд к г. Новочеркасску"", Аксайский р-н, Ростовская обл.";47.419384;40.015344;линейный;1;региональная;2;да;1;2;9560;9560;9560;9560;0;0;0
669;"27 км 118 м а/д ""г.Семикаракорск - сл. Большая Мартыновка - пос. Красноармейский"", Семикаракорский р-н, Ростовская обл.";47.370838;41.14229;линейный;1;региональная;2;да;1;2;3014-3428;3014;3428;3221;0;0;0
